34.0 	0.1009179167487121
1.0 	0.09700181758983709
33.0 	0.07169213006588289
3.0 	0.057078423047636745
2.0 	0.05287839103742701
32.0 	0.03715663592267942
4.0 	0.03586064322306479
24.0 	0.03152091531163228
9.0 	0.029765339186167028
14.0 	0.029536314977202986
6.0 	0.02911334166344221
7.0 	0.02911334166344221
30.0 	0.02628726283711208
28.0 	0.025638803528350497
31.0 	0.02458933653429248
8.0	0.024490758039509182
5.0	0.021979406974834498
11.0	0.021979406974834498
25.0	0.021075455001162945
26.0	0.021005628174745786
20.0	0.019604416711937293
29.0	0.01957296050943854
17.0	0.016785378110253487
27.0	0.015043395360629753
13.0	0.014645186487916191
18.0	0.014558859774243493
22.0	0.014558859774243493
15.0	0.014535161524273825
16.0	0.014535161524273825
19.0	0.014535161524273825
21.0	0.014535161524273825
23.0	0.014535161524273825
10.0	0.014308950284462801
12.0	0.009564916863537148
