1	31
2	31
3	18
4	40
5	28
6	25
7	18
8	28
9	25
10	13
11	18
12	21
13	40
14	25
15	25
16	33
17	44
18	7
19	14
20	30
21	12
22	23
23	22
24	20
25	14
26	40
27	37
28	5
29	6
30	34
31	1
32	36
33	16
34	30
35	13
36	21
37	27
38	31
39	16
40	26
41	43
42	25
43	41
44	17
45	20
46	7
47	40
48	32
49	29
50	27
51	10
52	4
53	17
54	34
55	41
56	1
57	15
58	38
59	19
60	1
61	21
62	37
63	37
64	37
65	18
66	14
67	11
68	36
69	21
70	7
71	18
72	42
73	19
74	19
75	7
76	41
77	33
78	18
79	36
80	40
81	11
82	12
83	7
84	11
85	26
86	36
87	25
88	4
89	4
90	13
91	38
92	24
93	29
94	39
95	2
96	38
97	43
98	40
99	21
100	35
101	7
102	17
103	31
104	39
105	34
106	9
107	31
108	15
109	2
110	24
111	42
112	9
113	2
114	26
115	2
116	23
117	22
118	43
119	42
120	34
121	30
122	15
123	17
124	25
125	32
126	19
127	1
128	39
129	3
130	35
131	4
132	23
133	24
134	3
135	36
136	24
137	25
138	26
139	40
140	40
141	23
142	4
143	5
144	24
145	38
146	20
147	17
148	37
149	7
150	38
151	38
152	28
153	17
154	19
155	8
156	11
157	7
158	30
159	21
160	7
161	25
162	21
163	7
164	12
165	5
166	6
167	27
168	8
169	3
170	8
171	25
172	5
173	12
174	22
175	1
176	14
177	18
178	33
179	14
180	9
181	39
182	1
183	8
184	7
185	36
186	19
187	4
188	15
189	6
190	17
191	27
192	39
193	9
194	24
195	10
196	23
197	16
198	11
199	35
200	31
201	5
202	33
203	1
204	43
205	41
206	33
207	28
208	42
209	41
210	24
211	10
212	34
213	41
214	22
215	24
216	13
217	8
218	42
219	26
220	35
221	15
222	19
223	31
224	14
225	1
226	13
227	26
228	10
229	31
230	27
231	11
232	16
233	7
234	3
235	27
236	3
237	13
238	33
239	20
240	31
241	8
242	43
243	12
244	15
245	13
246	17
247	33
248	16
249	29
250	34
251	28
252	9
253	10
254	12
255	1
256	43
257	5
258	7
259	26
260	38
261	5
262	34
263	9
264	30
265	37
266	1
267	2
268	41
269	31
270	22
271	29
272	11
273	3
274	28
275	19
276	32
277	18
278	39
279	33
280	42
281	29
282	20
283	16
284	11
285	19
286	7
287	33
288	13
289	38
290	32
291	42
292	21
293	35
294	29
295	23
296	22
297	9
298	14
299	35
300	6
301	18
302	28
303	32
304	6
305	26
306	19
307	12
308	35
309	29
310	7
311	38
312	13
313	19
314	17
315	23
316	31
317	20
318	12
319	37
320	33
321	4
322	23
323	17
324	16
325	13
326	33
327	30
328	13
329	25
330	13
331	40
332	4
333	5
334	15
335	36
336	4
337	34
338	10
339	16
340	6
341	36
342	3
343	36
344	26
345	25
346	32
347	41
348	21
349	39
350	21
351	23
352	7
353	22
354	30
355	37
356	6
357	22
358	31
359	25
360	7
361	31
362	18
363	22
364	14
365	30
366	6
367	9
368	2
369	19
370	12
371	27
372	16
373	29
374	31
375	27
376	1
377	13
378	29
379	27
380	21
381	7
382	32
383	1
384	43
385	26
386	32
387	14
388	17
389	16
390	6
391	42
392	5
393	12
394	20
395	33
396	9
397	32
398	2
399	7
400	18
401	26
402	34
403	34
404	37
405	28
406	42
407	30
408	11
409	16
410	19
411	28
412	14
413	21
414	43
415	33
416	28
417	26
418	37
419	41
420	6
421	6
422	16
423	22
424	16
425	22
426	11
427	34
428	40
429	19
430	37
431	26
432	28
433	7
434	41
435	12
436	3
437	31
438	5
439	42
440	33
441	43
442	40
443	25
444	33
445	41
446	33
447	34
448	14
449	39
450	40
451	28
452	1
453	14
454	37
455	9
456	25
457	37
458	39
459	40
460	6
461	34
462	15
463	1
464	37
465	24
466	27
467	16
468	30
469	33
470	37
471	9
472	43
473	31
474	1
475	34
476	32
477	41
478	42
479	16
480	12
481	13
482	30
483	28
484	17
485	13
486	16
487	11
488	19
489	13
490	17
491	9
492	21
493	13
494	16
495	20
496	3
497	23
498	2
499	37
500	37
501	33
502	16
503	15
504	10
505	30
506	20
507	23
508	13
509	18
510	40
511	11
512	24
513	27
514	2
515	33
516	26
517	25
518	5
519	20
520	2
521	31
522	39
523	27
524	27
525	27
526	27
527	34
528	25
529	39
530	37
531	10
532	24
533	1
534	42
535	7
536	18
537	13
538	18
539	5
540	43
541	1
542	6
543	18
544	15
545	39
546	32
547	2
548	43
549	17
550	40
551	8
552	6
553	3
554	28
555	41
556	15
557	11
558	2
559	11
560	16
561	40
562	26
563	37
564	10
565	5
566	16
567	26
568	43
569	13
570	14
571	25
572	14
573	8
574	19
575	11
576	26
577	10
578	25
579	24
580	25
581	33
582	19
583	33
584	8
585	33
586	1
587	5
588	21
589	15
590	18
591	5
592	7
593	37
594	16
595	1
596	8
597	11
598	27
599	10
600	10
601	41
602	25
603	39
604	30
605	40
606	25
607	13
608	26
609	43
610	18
611	18
612	18
613	7
614	43
615	1
616	18
617	10
618	30
619	42
620	13
621	30
622	3
623	8
624	33
625	11
626	25
627	41
628	3
629	21
630	33
631	14
632	37
633	20
634	41
635	13
636	5
637	37
638	33
639	16
640	2
641	27
642	7
643	42
644	1
645	41
646	16
647	16
648	25
649	14
650	41
651	33
652	33
653	30
654	15
655	39
656	21
657	31
658	40
659	8
660	39
661	40
662	18
663	31
664	18
665	33
666	42
667	15
668	40
669	2
670	6
671	8
672	42
673	25
674	37
675	15
676	14
677	27
678	1
679	8
680	1
681	42
682	27
683	26
684	34
685	5
686	1
687	41
688	1
689	31
690	31
691	31
692	40
693	21
694	16
695	6
696	34
697	26
698	6
699	14
700	41
701	7
702	40
703	26
704	18
705	30
706	30
707	10
708	7
709	31
710	30
711	10
712	13
713	42
714	17
715	33
716	31
717	11
718	10
719	17
720	41
721	25
722	18
723	41
724	16
725	43
726	19
727	27
728	1
729	43
730	18
731	7
732	19
733	19
734	5
735	26
736	16
737	37
738	39
739	19
740	16
741	34
742	39
743	5
744	30
745	14
746	5
747	30
748	13
749	1
750	1
751	1
752	40
753	21
754	16
755	40
756	41
757	39
758	33
759	6
760	1
761	19
762	17
763	27
764	30
765	25
766	40
767	1
768	27
769	40
770	37
771	41
772	42
773	14
774	41
775	7
776	13
777	43
778	43
779	34
780	31
781	26
782	37
783	34
784	5
785	16
786	34
787	34
788	34
789	34
790	34
791	41
792	27
793	16
794	18
795	26
796	5
797	25
798	33
799	7
800	34
801	25
802	26
803	18
804	25
805	25
806	26
807	1
808	25
809	5
810	16
811	34
812	5
813	14
814	31
815	14
816	26
817	21
818	27
819	37
820	7
821	19
822	31
823	37
824	33
825	41
826	27
827	7
828	18
829	34
830	1
831	18
832	14
833	41
834	21
835	1
836	40
837	27
838	25
839	34
840	40
841	40
842	37
843	1
844	16
845	37
846	18
847	19
848	40
849	40
850	37
851	40
852	5
853	30
854	5
855	27
856	7
857	25
858	31
859	19
860	40
861	33
862	5
863	31
864	37
865	33
866	7
867	1
868	27
869	34
870	18
871	25
872	25
873	31
874	34
875	5
876	25
877	40
878	7
879	34
880	33
881	18
882	37
883	33
884	33
885	18
886	16
887	19
888	7
889	18
890	31
891	1
892	41
893	31
894	31
895	40
896	27
897	37
898	16
899	34
900	5
901	37
902	34
903	31
904	7
905	37
906	1
907	7
908	1
909	27
